trial_id,offence_pp_general,offence_pp,pp_sentence_years,trial_month,trial_year,trial_place,pris_ht_pp,def_age_pp,def_literacy,def_religion_pp,marital_status_pp,children_nr,cash_sav_pp,occupation_pp,coloffence_info,offence_ni,death_in_custody_pp,length_of_stay_until_probat,length_of_stay_until_tl,previous_convictions
696259,SEXUAL,RAPE,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(8.999, 20.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",STONEMASON,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696260,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(165.1, 167.64]","(8.999, 20.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696261,STEALING,SHEEP_STEALING,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",WORCESTER ASSIZES,"(162.56, 165.1]","(28.0, 70.0]",Read or Both Little,Protestant,W,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696262,ROBBERY,HIGHWAY_ROBBERY,"(15.0, 99.0]","(9.0, 12.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(162.56, 165.1]","(28.0, 70.0]",Illiterate,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696263,STEALING,BURGLARY,"(0.999, 10.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696264,ROBBERY,HIGHWAY_ROBBERY,"(15.0, 99.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(20.0, 23.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696265,SEXUAL,BESTIALITY,"(15.0, 99.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(165.1, 167.64]","(20.0, 23.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(7.796, 27.433]",No Previous Convictions
696266,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(121.919, 162.56]","(8.999, 20.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696267,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(162.56, 165.1]","(28.0, 70.0]",Read and Write,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696268,STEALING,BURGLARY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Read and Write,Protestant,M,"(2.0, 12.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696269,DESTRUCTION,BREAKING,"(0.999, 10.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Read Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696270,FORGERY,FORGERY,"(0.999, 10.0]","(9.0, 12.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Read and Write,Presbyterian,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696271,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(165.1, 167.64]","(23.0, 28.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",CARPENTER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696272,STEALING,BURGLARY,"(0.999, 10.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read or Both Little,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696273,SEXUAL,RAPE,"(10.0, 15.0]","(7.0, 9.0]","(1843.0, 1845.0]",SCOTLAND,"(167.64, 200.66]","(23.0, 28.0]",Read and Write,Presbyterian,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696274,ASSAULT,ASSAULT,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696275,STEALING,BURGLARY,"(0.999, 10.0]","(3.0, 7.0]","(1843.0, 1845.0]",YORKSHIRE,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696276,STEALING,BURGLARY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696277,STEALING,BURGLARY,"(10.0, 15.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",CLERK,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696278,STEALING,BURGLARY,"(0.999, 10.0]","(9.0, 12.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(121.919, 162.56]","(8.999, 20.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696279,STEALING,BURGLARY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",STAFFORD,"(165.1, 167.64]","(8.999, 20.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696280,ASSAULT,STABBING,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Read or Both Little,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696281,STEALING,BURGLARY,"(0.999, 10.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696282,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(121.919, 162.56]","(8.999, 20.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(7.796, 27.433]",No Previous Convictions
696283,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(121.919, 162.56]","(8.999, 20.0]",Read and Write,Roman Catholic,S,"(-0.001, 2.0]","(-0.001, 48.0]",BAKER,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696284,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",SCOTLAND,"(167.64, 200.66]","(20.0, 23.0]",Read and Write,Presbyterian,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696285,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(165.1, 167.64]","(20.0, 23.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696286,STEALING,BURGLARY,"(15.0, 99.0]","(9.0, 12.0]","(1843.0, 1845.0]",YORKSHIRE,"(167.64, 200.66]","(23.0, 28.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",SAILOR,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696287,FORGERY,FORGERY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(167.64, 200.66]","(28.0, 70.0]",Read and Write,Protestant,W,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696288,ROBBERY,HIGHWAY_ROBBERY,"(15.0, 99.0]","(3.0, 7.0]","(1843.0, 1845.0]",MAIDSTONE ASSIZES,"(162.56, 165.1]","(20.0, 23.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696289,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(9.0, 12.0]","(1843.0, 1845.0]",YORKSHIRE,"(162.56, 165.1]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696290,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",MAIDSTONE ASSIZES,"(121.919, 162.56]","(23.0, 28.0]",Illiterate,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",GROOM,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696291,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Read or Both Little,Protestant,M,"(2.0, 12.0]","(-0.001, 48.0]",SHEPHERD,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696292,ASSAULT,CUTTING,"(10.0, 15.0]","(9.0, 12.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(121.919, 162.56]","(28.0, 70.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",SEAMAN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696293,SEXUAL,RAPE,"(15.0, 99.0]","(9.0, 12.0]","(1843.0, 1845.0]",YORKSHIRE,"(167.64, 200.66]","(23.0, 28.0]",Read and Write,Protestant,W,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696294,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(9.0, 12.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(162.56, 165.1]","(28.0, 70.0]",Read and Write,Jewish,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696295,ASSAULT,CUTTING,"(10.0, 15.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(162.56, 165.1]","(23.0, 28.0]",Read or Both Little,Roman Catholic,M,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696296,STEALING,BURGLARY,"(0.999, 10.0]","(3.0, 7.0]","(1843.0, 1845.0]",YORKSHIRE,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Roman Catholic,M,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696297,ROBBERY,HIGHWAY_ROBBERY,"(0.999, 10.0]","(9.0, 12.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(23.0, 28.0]",Read and Write,Presbyterian,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696298,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(121.919, 162.56]","(8.999, 20.0]",Illiterate,Roman Catholic,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696299,SEXUAL,RAPE,"(15.0, 99.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Read or Both Little,Roman Catholic,W,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696300,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",SCOTLAND,"(167.64, 200.66]","(20.0, 23.0]",Read and Write,Presbyterian,S,"(-0.001, 2.0]","(-0.001, 48.0]",GROOM,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696301,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",SCOTLAND,"(162.56, 165.1]","(8.999, 20.0]",Read and Write,Presbyterian,S,"(-0.001, 2.0]","(-0.001, 48.0]",WEAVER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696302,STEALING,BURGLARY,"(0.999, 10.0]","(9.0, 12.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(162.56, 165.1]","(23.0, 28.0]",Read and Write,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",DOMESTIC,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696303,STEALING,STEALING,"(0.999, 10.0]","(9.0, 12.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(20.0, 23.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696304,SEXUAL,BESTIALITY,"(15.0, 99.0]","(3.0, 7.0]","(1843.0, 1845.0]",STAFFORD,"(167.64, 200.66]","(28.0, 70.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Died in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
696305,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(9.0, 12.0]","(1843.0, 1845.0]",LIVERPOOL,"(162.56, 165.1]","(23.0, 28.0]",Read or Both Little,Roman Catholic,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696306,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(121.919, 162.56]","(20.0, 23.0]",Read or Both Little,Roman Catholic,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696307,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(121.919, 162.56]","(20.0, 23.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696308,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(162.56, 165.1]","(8.999, 20.0]",Read or Both Little,Roman Catholic,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696309,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696310,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696311,STEALING,BURGLARY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696312,FORGERY,FORGERY,"(15.0, 99.0]","(7.0, 9.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(121.919, 162.56]","(28.0, 70.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696313,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(20.0, 23.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696314,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696315,FORGERY,FORGERY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696316,ROBBERY,ROBBERY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",DURHAM ASSIZES,"(162.56, 165.1]","(20.0, 23.0]",Illiterate,UNKNOWN,M,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696317,STEALING,BURGLARY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696318,SEXUAL,RAPE,"(15.0, 99.0]","(3.0, 7.0]","(1843.0, 1845.0]",YORKSHIRE,"(167.64, 200.66]","(28.0, 70.0]",Read and Write,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696319,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",DURHAM ASSIZES,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696320,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",SCOTLAND,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696321,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(167.64, 200.66]","(28.0, 70.0]",Read and Write,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",CARPENTER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696322,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(167.64, 200.66]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",DOMESTIC,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696323,STEALING,BURGLARY,"(0.999, 10.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(167.64, 200.66]","(20.0, 23.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696324,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",WORCESTER ASSIZES,"(121.919, 162.56]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696325,STEALING,BURGLARY,"(15.0, 99.0]","(7.0, 9.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(7.796, 27.433]",No Previous Convictions
696326,UNKNOWN,UNKNOWN,"(15.0, 99.0]","(7.0, 9.0]","(1843.0, 1845.0]",LIVERPOOL,"(162.56, 165.1]","(23.0, 28.0]",Read or Both Little,UNKNOWN,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696327,STEALING,BURGLARY,"(10.0, 15.0]","(3.0, 7.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Read or Both Little,Protestant,M,"(2.0, 12.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
696328,SEXUAL,BESTIALITY,"(15.0, 99.0]","(3.0, 7.0]","(1843.0, 1845.0]",YORKSHIRE,"(167.64, 200.66]","(28.0, 70.0]",Read or Both Little,Protestant,M,"(2.0, 12.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
